;;;;;;;;;Goals;Goals;Goals;Goals;Goals;Expected;Expected;Expected;Expected;Launched;Launched;Launched;Passes;Passes;Passes;Passes;Goal Kicks;Goal Kicks;Goal Kicks;Crosses;Crosses;Crosses;Sweeper;Sweeper;Sweeper;;#NAME?
178;?ukasz Skorupski;pl POL;GK;Roma;it Serie A;26;1991;1.0;0.00;0.00;0.00;0.00;0.00;0.60;0.21;0.60;+0.64;7.00;13.0;53.8;30.0;11.0;30.0;31.4;7.00;57.1;37.9;15.0;0.00;0.0;2.00;2.00;20.7;Matches;ab4449d6
179;Yann Sommer;ch SUI;GK;M'Gladbach;de Bundesliga;28;1988;29.2;1.44;0.14;0.00;0.21;0.03;1.35;0.24;-0.06;-0.06;6.10;16.5;36.9;34.6;4.90;33.7;33.3;8.42;57.7;44.7;17.9;1.44;8.0;0.75;0.75;11.6;Matches;420c18a1
180;David Soria;es ESP;GK;Sevilla;es La Liga;24;1993;14.0;1.36;0.14;0.00;0.07;0.07;1.24;0.29;-0.04;-0.04;4.93;10.7;46.0;19.9;5.00;31.5;32.4;7.00;63.3;47.4;14.2;0.86;6.0;0.93;0.93;13.0;Matches;8f8c6934
181;Stefano Sorrentino;it ITA;GK;Chievo;it Serie A;38;1979;38.0;1.55;0.11;0.05;0.29;0.11;1.48;0.27;0.03;+0.03;6.55;16.3;40.2;21.0;4.63;45.3;36.8;10.4;65.5;42.7;17.1;0.42;2.5;0.37;0.37;10.3;Matches;048877f5
182;Julián Speroni;ar ARG;GK;Crystal Palace;eng Premier League;38;1979;11.0;1.27;0.09;0.00;0.36;0.00;1.21;0.29;-0.06;-0.07;7.82;21.7;36.0;20.3;1.64;69.1;45.2;8.09;95.5;56.9;16.1;0.55;3.4;0.91;0.91;13.7;Matches;8e65a5e5
183;Marco Sportiello;it ITA;GK;Fiorentina;it Serie A;25;1992;35.6;1.07;0.06;0.06;0.11;0.00;1.03;0.26;-0.04;-0.04;4.27;10.6;40.4;21.7;5.67;32.3;32.1;7.58;46.7;38.7;14.3;0.87;6.1;0.65;0.65;12.1;Matches;ac4003af
184;Tom Starke;de GER;GK;Bayern Munich;de Bundesliga;36;1981;2.0;0.00;0.00;0.00;0.00;0.00;0.35;0.17;0.35;+0.34;2.00;9.00;22.2;24.0;4.50;27.1;31.9;4.50;55.6;42.7;9.00;0.50;5.6;0.50;0.50;20.3;Matches;5b52d1f7
185;Thomas Strakosha;al ALB;GK;Lazio;it Serie A;22;1995;38.0;1.29;0.24;0.05;0.08;0.05;1.35;0.27;0.11;+0.11;5.71;12.3;46.6;23.3;4.74;38.6;34.2;8.08;40.7;38.8;11.5;0.47;4.1;0.92;0.92;14.8;Matches;339fe0e8
186;Danijel Subaši?;hr CRO;GK;Monaco;fr Ligue 1;32;1984;32.7;1.25;0.12;0.03;0.09;0.03;1.19;0.29;-0.03;-0.03;5.05;13.2;38.3;20.0;4.71;44.6;37.3;8.10;52.5;44.2;14.7;0.98;6.7;0.64;0.64;13.0;Matches;f6db3bd5
187;Seydou Sy;sn SEN;GK;Monaco;fr Ligue 1;21;1995;2.8;1.43;0.36;0.00;0.36;0.00;1.89;0.30;0.46;+0.45;7.14;16.8;42.6;20.0;4.64;32.1;33.3;12.9;80.6;52.7;20.7;1.07;5.2;1.07;1.05;10.6;Matches;8417953b
188;Wojciech Szcz?sny;pl POL;GK;Juventus;it Serie A;27;1990;17.0;0.53;0.00;0.06;0.12;0.00;0.68;0.36;0.15;+0.15;4.94;9.71;50.9;21.2;4.94;29.4;32.8;5.65;61.5;43.7;11.5;0.65;5.6;0.76;0.76;14.3;Matches;01b8a2b2
189;Ciprian T?t?ru?anu;ro ROU;GK;Nantes;fr Ligue 1;31;1986;37.0;1.03;0.05;0.00;0.22;0.03;0.89;0.24;-0.11;-0.10;6.22;16.4;37.8;20.4;4.65;44.0;37.2;9.00;83.2;56.8;17.1;1.11;6.5;0.59;0.59;11.5;Matches;b056e3da
190;Marc-André ter Stegen;de GER;GK;Barcelona;es La Liga;25;1992;37.0;0.76;0.05;0.00;0.03;0.00;0.98;0.27;0.22;+0.22;3.49;8.22;42.4;28.1;5.19;17.5;27.5;7.08;46.6;41.7;10.9;0.41;3.7;1.11;1.11;15.1;Matches;6f51e382
191;Kevin Trapp;de GER;GK;Paris S-G;fr Ligue 1;27;1990;4.0;1.00;0.50;0.00;0.00;0.00;1.23;0.17;0.23;+0.23;1.00;2.00;50.0;17.8;5.00;11.3;22.3;5.25;0.0;23.5;16.5;1.00;6.1;1.25;1.25;15.8;Matches;ce17b5eb
192;Philipp Tschauner;de GER;GK;Hannover 96;de Bundesliga;31;1985;31.0;1.45;0.06;0.03;0.35;0.00;1.36;0.26;-0.09;-0.09;7.42;16.7;44.4;28.2;5.19;43.0;35.1;8.87;51.6;40.5;16.4;0.77;4.7;0.65;0.65;12.4;Matches;73e2f6eb
193;Przemys?aw Tyto?;pl POL;GK;La Coruña;es La Liga;30;1987;1.1;3.64;0.00;0.00;1.82;0.00;2.45;0.53;-1.18;-1.23;2.73;12.7;21.4;16.4;1.82;50.0;38.6;9.09;50.0;45.7;15.5;0.91;5.9;0.00;0.00;3.0;Matches;1fa85681
194;Sven Ulreich;de GER;GK;Bayern Munich;de Bundesliga;28;1988;29.0;0.90;0.03;0.03;0.07;0.10;0.87;0.26;0.08;+0.08;4.72;11.3;41.8;27.4;4.86;33.1;32.5;5.28;42.5;39.8;8.52;0.52;6.1;1.28;1.28;15.4;Matches;7d3e7da6
195;Francis Uzoho;ng NGA;GK;La Coruña;es La Liga;18;1998;2.0;1.00;0.50;0.00;0.00;0.00;1.45;0.21;0.45;+0.44;5.00;18.5;27.0;15.0;3.00;70.0;46.0;9.00;88.9;55.3;18.0;1.00;5.6;0.50;0.50;12.0;Matches;cfd68aa7
196;Koke Vegas;es ESP;GK;Levante;es La Liga;21;1995;1.0;4.00;0.00;0.00;1.00;0.00;3.70;0.46;-0.30;-0.34;4.00;16.0;25.0;19.0;2.00;47.4;40.5;10.0;70.0;43.9;14.0;0.00;0.0;2.00;2.00;13.5;Matches;bfb15d99
197;Rémy Vercoutre;fr FRA;GK;Caen;fr Ligue 1;37;1980;34.5;1.39;0.12;0.00;0.14;0.12;1.17;0.28;-0.11;-0.11;9.94;21.9;45.3;23.2;2.87;65.1;45.0;7.54;90.4;57.2;13.9;0.41;2.9;0.41;0.41;12.7;Matches;1d0900d4
198;Emiliano Viviano;it ITA;GK;Sampdoria;it Serie A;31;1985;27.0;1.59;0.07;0.04;0.19;0.07;1.51;0.28;-0.01;-0.01;6.63;16.2;41.0;23.4;2.96;46.0;38.8;8.37;64.6;49.5;15.9;0.48;3.0;0.70;0.70;13.1;Matches;03760df0
199;Michel Vorm;nl NED;GK;Tottenham;eng Premier League;33;1983;1.0;1.00;0.00;0.00;0.00;1.00;0.50;0.13;0.50;+0.53;2.00;4.00;50.0;17.0;2.00;5.9;26.5;9.00;33.3;32.4;14.0;0.00;0.0;2.00;2.00;17.0;Matches;1bebde9d
200;Roman Weidenfeller;de GER;GK;Dortmund;de Bundesliga;36;1980;1.0;4.00;0.00;0.00;1.00;0.00;1.50;0.22;-2.50;-2.43;3.00;25.0;12.0;33.0;0.00;54.5;38.1;8.00;87.5;56.4;15.0;1.00;6.7;1.00;0.99;12.8;Matches;16b8fabd
201;Axel Werner;ar ARG;GK;Atlético Madrid;es La Liga;21;1996;1.0;0.00;0.00;0.00;0.00;0.00;0.50;0.17;0.50;+0.50;3.00;15.0;20.0;10.0;1.00;80.0;51.2;7.00;100.0;56.4;16.0;1.00;6.3;1.00;1.00;13.5;Matches;c0b1a6da
202;Yoel;es ESP;GK;Eibar;es La Liga;28;1988;1.0;0.00;0.00;0.00;0.00;0.00;1.30;0.27;1.30;+1.33;13.0;38.0;34.2;28.0;1.00;92.9;52.4;12.0;100.0;68.0;19.0;0.00;0.0;3.00;3.00;21.4;Matches;61bb7498
203;Erwin Zelazny;fr FRA;GK;Troyes;fr Ligue 1;25;1991;17.0;1.65;0.12;0.00;0.18;0.00;1.52;0.27;-0.12;-0.13;8.53;24.3;35.1;28.3;4.35;53.8;40.7;10.2;89.0;58.3;16.8;0.59;3.5;0.53;0.53;10.5;Matches;e750cba4
204;Robin Zentner;de GER;GK;Mainz 05;de Bundesliga;22;1994;15.0;1.80;0.27;0.07;0.20;0.07;1.42;0.26;-0.31;-0.31;6.67;18.6;35.8;25.7;5.00;47.9;38.7;8.40;74.6;54.8;14.1;0.73;5.2;1.27;1.27;14.3;Matches;5c4bf6ba
205;Luca Zidane;fr FRA;GK;Real Madrid;es La Liga;19;1998;1.0;2.00;0.00;0.00;0.00;0.00;1.80;0.45;-0.20;-0.18;0.00;2.00;0.0;24.0;6.00;4.2;24.8;8.00;12.5;27.9;7.00;2.00;28.6;0.00;0.00;10.5;Matches;c818c4d9
206;Ron-Robert Zieler;de GER;GK;Stuttgart;de Bundesliga;28;1989;34.0;1.06;0.12;0.06;0.06;0.00;1.20;0.24;0.14;+0.14;8.71;24.5;35.5;30.3;3.62;57.2;42.8;8.82;81.7;59.0;16.1;1.00;6.2;1.09;1.09;13.6;Matches;a0606ae8
