;;;;;;;;;Total;Total;Total;Total;Total;Short;Short;Short;Medium;Medium;Medium;Long;Long;Long;;;;;;;;;;;#NAME?
Rk;Player;Nation;Pos;Squad;Comp;Age;Born;90s;Cmp;Att;Cmp%;TotDist;PrgDist;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Cmp;Att;Cmp%;Ast;xAG;xA;A-xAG;KP;01-mars;PPA;CrsPA;PrgP;Matches;-9999
 Rk; Player; Nation; Pos; Squad; Comp; Age; Born; 90s;Total Cmp;Total Att;Total Cmp%;Total TotDist;Total PrgDist;Short Cmp;Short Att;Short Cmp%;Medium Cmp;Medium Att;Medium Cmp%;Long Cmp;Long Att;Long Cmp%; Ast; xAG; xA; A-xAG; KP; 44986; PPA; CrsPA; PrgP; Matches;#NAME?
198;Fodé Ballo-Touré;sn SEN;DF;Milan;it Serie A;26-083;1997;3.2;41.9;49.4;84.8;695.9;212.5;19.7;20.3;96.9;18.8;21.6;87.0;3.13;5.63;55.6;0.00;0.03;0.06;-0.03;0.31;2.81;1.56;0.94;4.06;Matches;f449640d
199;Folarin Balogun;eng ENG;FW;Reims;fr Ligue 1;21-267;2001;23.5;11.1;16.4;67.9;159.2;33.1;6.55;8.60;76.2;3.15;4.64;67.9;0.60;1.02;58.3;0.04;0.10;0.09;-0.06;0.94;0.94;0.55;0.04;1.70;Matches;31822f8c
200;Abdoulaye Bamba;ci CIV;DF;Angers;fr Ligue 1;32-336;1990;7.2;39.4;47.1;83.8;656.3;243.9;17.5;19.0;92.0;18.2;21.1;86.2;2.50;4.44;56.3;0.00;0.04;0.07;-0.04;0.42;4.03;0.56;0.28;3.19;Matches;7fecbcdb
201;Jonathan Bamba;fr FRA;FW;Lille;fr Ligue 1;27-001;1996;22.0;36.4;45.6;79.8;514.7;143.5;22.1;25.6;86.2;10.6;12.5;84.8;1.68;3.00;56.1;0.23;0.22;0.21;0.01;1.59;2.77;1.95;0.32;5.14;Matches;b2bd0f6c
202;Patrick Bamford;eng ENG;FW;Leeds United;eng Premier League;29-203;1993;10.6;14.8;20.3;73.0;153.3;34.2;10.2;12.5;81.8;2.26;3.68;61.5;0.19;0.57;33.3;0.19;0.08;0.05;0.10;0.94;1.23;0.66;0.00;1.70;Matches;93feac6e
203;Lameck Banda;zm ZAM;FWMF;Lecce;it Serie A;22-057;2001;13.1;15.0;22.9;65.3;199.2;46.8;9.01;11.6;77.6;4.35;6.56;66.3;0.84;1.76;47.8;0.08;0.08;0.05;0.00;0.69;1.15;0.46;0.08;1.45;Matches;8a6de8c7
204;Filippo Bandinelli;it ITA;MF;Empoli;it Serie A;27-363;1995;19.3;29.9;40.7;73.6;491.0;154.5;14.8;17.3;85.9;11.5;14.2;80.4;2.44;5.18;47.0;0.00;0.12;0.11;-0.12;1.35;2.33;1.50;0.98;3.99;Matches;d44360be
205;Léo Baptistão;br BRA;FWMF;Almería;es La Liga;30-213;1992;13.8;19.1;28.1;68.0;312.7;82.1;9.35;11.6;80.6;6.74;9.42;71.5;1.74;3.77;46.2;0.07;0.07;0.06;0.00;0.94;1.45;0.65;0.14;2.75;Matches;35f6db55
206;Shandon Baptiste;gd GRN;MF;Brentford;eng Premier League;24-353;1998;5.0;34.8;41.8;83.3;569.6;156.2;18.8;21.4;87.9;12.6;14.2;88.7;2.40;3.80;63.2;0.00;0.14;0.10;-0.14;1.20;3.00;1.60;0.40;6.60;Matches;2886c9b5
207;Antonín Barák;cz CZE;MF;Hellas Verona;it Serie A;28-114;1994;0.3;36.7;46.7;78.6;466.7;80.0;23.3;33.3;70.0;10.0;10.0;100.0;0.00;0.00;;0.00;0.00;0.00;0.00;0.00;6.67;0.00;0.00;6.67;Matches;01efac19
208;Antonín Barák;cz CZE;MF;Fiorentina;it Serie A;28-114;1994;14.6;30.1;37.0;81.5;455.1;108.8;16.7;18.6;90.0;10.3;12.6;81.5;1.92;2.74;70.0;0.00;0.10;0.06;-0.10;1.10;3.49;0.75;0.14;4.45;Matches;01efac19
209;Andrea Barberis;it ITA;MF;Monza;it Serie A;29-106;1993;3.5;38.0;45.1;84.2;615.4;171.1;18.3;20.6;88.9;17.1;20.0;85.7;2.00;2.86;70.0;0.29;0.09;0.06;0.20;0.86;4.00;0.29;0.29;3.71;Matches;32ebfe1e
210;Bradley Barcola;fr FRA;FWMF;Lyon;fr Ligue 1;20-206;2002;8.6;20.5;29.9;68.5;257.1;72.3;14.0;18.3;76.4;4.77;7.21;66.1;0.35;0.81;42.9;0.35;0.22;0.16;0.13;1.63;1.51;1.40;0.23;2.67;Matches;a0d55a09
211;Melvin Bard;fr FRA;DF;Nice;fr Ligue 1;22-141;2000;19.1;41.8;53.1;78.7;629.0;221.3;23.3;26.5;87.8;15.0;18.7;79.9;2.04;4.19;48.8;0.00;0.04;0.04;-0.04;0.37;1.99;0.68;0.21;2.98;Matches;1ddbc7ca
212;Keidi Bare;al ALB;MF;Espanyol;es La Liga;25-211;1997;3.7;37.8;45.4;83.3;647.3;163.0;17.6;20.8;84.4;15.1;16.2;93.3;4.59;6.76;68.0;0.00;0.05;0.03;-0.05;0.54;4.05;0.27;0.00;4.05;Matches;03049c8c
213;Nicolò Barella;it ITA;MF;Inter;it Serie A;26-048;1997;22.3;45.1;55.5;81.3;725.3;223.3;24.0;27.0;88.9;16.5;19.4;85.0;3.36;6.05;55.6;0.27;0.22;0.16;0.05;1.93;5.16;1.70;0.49;6.95;Matches;6928979a
214;Kike Barja;es ESP;FWMF;Osasuna;es La Liga;25-360;1997;7.1;23.2;37.2;62.5;368.9;92.3;12.8;15.9;80.5;6.76;11.7;57.8;2.25;5.49;41.0;0.28;0.23;0.28;0.06;2.25;0.70;2.25;1.69;2.96;Matches;aad53e64
215;Ross Barkley;eng ENG;MFFW;Nice;fr Ligue 1;29-112;1993;7.8;34.5;44.0;78.4;559.6;148.7;16.8;19.6;85.6;13.2;15.5;85.1;3.08;6.15;50.0;0.26;0.15;0.14;0.10;2.05;2.69;0.77;0.00;3.59;Matches;3a24769f
216;Aymen Barkok;ma MAR;MF;Mainz 05;de Bundesliga;24-310;1998;4.4;27.5;40.9;67.2;419.5;153.0;15.0;18.6;80.5;8.86;13.2;67.2;2.27;3.64;62.5;0.23;0.07;0.20;0.16;1.14;2.50;1.14;0.23;5.91;Matches;a2a85828
217;Harvey Barnes;eng ENG;MFFW;Leicester City;eng Premier League;25-108;1997;22.6;18.5;26.5;69.6;242.7;69.4;11.9;15.4;77.6;4.91;7.17;68.5;0.62;1.37;45.2;0.04;0.09;0.08;-0.05;0.66;1.33;1.06;0.18;2.43;Matches;3ea50f67
218;Leandro Barreiro Martins;lu LUX;MF;Mainz 05;de Bundesliga;23-083;2000;16.7;15.9;23.4;67.8;220.9;77.2;9.64;12.1;79.7;4.79;6.95;69.0;0.66;2.10;31.4;0.18;0.12;0.06;0.06;0.66;2.04;0.18;0.06;2.40;Matches;00242b75
219;Enzo Barrenechea;ar ARG;MF;Juventus;it Serie A;21-309;2001;1.3;56.9;66.9;85.1;907.7;238.5;25.4;26.9;94.3;27.7;29.2;94.7;3.08;5.38;57.1;0.00;0.00;0.00;0.00;0.77;3.85;0.00;0.00;3.85;Matches;6caffe81
220;Ander Barrenetxea;es ESP;DFFW;Real Sociedad;es La Liga;21-090;2001;4.6;32.2;41.7;77.1;481.3;155.2;16.3;18.5;88.2;12.8;15.0;85.5;1.30;3.48;37.5;0.00;0.00;0.02;0.00;0.22;1.74;0.22;0.00;2.61;Matches;200e89e1
221;Mickaël Barreto;fr FRA;MF;Ajaccio;fr Ligue 1;32-068;1991;7.9;35.1;50.4;69.6;670.5;244.8;15.1;18.1;83.2;13.0;17.5;74.6;6.08;12.5;48.5;0.13;0.18;0.18;-0.05;1.90;4.68;1.27;0.51;6.46;Matches;e3844ecb
222;Pablo Barrios;es ESP;MF;Atlético Madrid;es La Liga;19-285;2003;4.9;49.0;59.4;82.5;774.9;211.6;25.7;28.4;90.6;18.2;22.0;82.4;3.27;5.10;64.0;0.20;0.12;0.04;0.08;0.61;6.53;0.20;0.00;6.12;Matches;45736cec
