edge;cost
44;3.875000000000000e+03
45;4.505000000000000e+03
46;3.145000000000000e+03
47;2.667000000000000e+03
48;3.236000000000000e+03
49;4.764000000000000e+03
50;3.073000000000000e+03
51;3.083000000000000e+03
52;4.328000000000000e+03
53;2.613000000000000e+03
54;2.513000000000000e+03
55;4.144000000000000e+03
56;3.590000000000000e+03
57;3.718000000000000e+03
0;2.963000000000000e+03
1;3.940000000000000e+02
2;2.870000000000000e+02
3;2.763000000000000e+03
4;9.910000000000000e+02
5;8.410000000000000e+02
6;4.276000000000000e+03
7;9.550000000000000e+02
8;3.214000000000000e+03
9;5.600000000000000e+02
10;4.550000000000000e+02
11;1.290000000000000e+03
12;3.185000000000000e+03
13;1.169000000000000e+03
14;1.827000000000000e+03
15;1.144000000000000e+03
16;5.910000000000000e+02
17;2.465000000000000e+03
18;8.560000000000000e+02
19;3.366000000000000e+03
20;6.070000000000000e+02
21;7.540000000000000e+02
22;1.315000000000000e+03
23;2.123000000000000e+03
24;3.180000000000000e+03
25;7.200000000000000e+02
26;1.088000000000000e+03
27;9.590000000000000e+02
28;3.660000000000000e+02
29;2.860000000000000e+03
30;3.491000000000000e+03
31;3.352000000000000e+03
32;1.152000000000000e+03
33;1.493000000000000e+03
34;3.290000000000000e+02
35;7.050000000000000e+02
36;1.236000000000000e+03
37;2.590000000000000e+03
39;3.065000000000000e+03
40;4.320000000000000e+02
41;3.124000000000000e+03
42;1.014000000000000e+03
43;2.351000000000000e+03
44;1.445000000000000e+03
45;1.783000000000000e+03
46;6.020000000000000e+02
47;3.450000000000000e+02
48;6.880000000000000e+02
49;3.168000000000000e+03
50;5.900000000000000e+02
51;4.880000000000000e+02
52;2.732000000000000e+03
53;4.980000000000000e+02
54;5.890000000000000e+02
55;1.717000000000000e+03
56;1.369000000000000e+03
57;2.331000000000000e+03
0;5.120000000000000e+02
1;2.740000000000000e+03
2;2.780000000000000e+03
3;2.083000000000000e+03
4;2.068000000000000e+03
5;3.316000000000000e+03
6;6.472000000000000e+03
7;2.217000000000000e+03
8;1.840000000000000e+02
9;2.658000000000000e+03
10;3.380000000000000e+03
11;2.130000000000000e+03
12;1.350000000000000e+02
13;3.744000000000000e+03
14;4.306000000000000e+03
15;3.338000000000000e+03
16;3.072000000000000e+03
17;9.530000000000000e+02
18;3.371000000000000e+03
19;8.000000000000000e+02
20;3.585000000000000e+03
21;2.414000000000000e+03
22;1.750000000000000e+03
23;1.141000000000000e+03
24;1.250000000000000e+02
25;3.200000000000000e+03
26;2.209000000000000e+03
27;3.441000000000000e+03
28;3.070000000000000e+03
29;2.570000000000000e+02
30;5.687000000000000e+03
31;2.970000000000000e+02
32;3.639000000000000e+03
33;4.041000000000000e+03
34;2.734000000000000e+03
35;3.180000000000000e+03
36;3.784000000000000e+03
37;4.848000000000000e+03
38;3.065000000000000e+03
40;2.597000000000000e+03
41;5.330000000000000e+03
42;2.409000000000000e+03
43;8.390000000000000e+02
44;3.935000000000000e+03
45;4.270000000000000e+03
46;2.721000000000000e+03
47;2.923000000000000e+03
48;2.559000000000000e+03
49;1.582000000000000e+03
50;2.649000000000000e+03
51;2.753000000000000e+03
52;1.146000000000000e+03
53;2.568000000000000e+03
54;2.651000000000000e+03
55;4.204000000000000e+03
56;1.889000000000000e+03
57;1.211000000000000e+03
0;2.515000000000000e+03
1;9.800000000000000e+01
2;2.760000000000000e+02
3;2.543000000000000e+03
4;5.230000000000000e+02
5;9.190000000000000e+02
6;4.447000000000000e+03
7;7.150000000000000e+02
8;2.746000000000000e+03
9;2.270000000000000e+02
10;8.940000000000000e+02
11;1.019000000000000e+03
12;2.914000000000000e+03
13;1.301000000000000e+03
14;1.905000000000000e+03
15;1.310000000000000e+03
16;6.690000000000000e+02
17;1.997000000000000e+03
18;9.680000000000000e+02
19;3.064000000000000e+03
20;8.920000000000000e+02
21;6.070000000000000e+02
22;8.470000000000000e+02
23;1.849000000000000e+03
24;2.712000000000000e+03
25;7.980000000000000e+02
26;7.830000000000000e+02
27;1.037000000000000e+03
28;4.470000000000000e+02
29;2.392000000000000e+03
30;3.662000000000000e+03
31;2.884000000000000e+03
32;1.230000000000000e+03
33;1.638000000000000e+03
34;1.480000000000000e+02
35;6.350000000000000e+02
36;1.381000000000000e+03
37;2.761000000000000e+03
38;4.320000000000000e+02
39;2.597000000000000e+03
41;3.294000000000000e+03
42;7.220000000000000e+02
43;1.883000000000000e+03
44;1.423000000000000e+03
45;1.783000000000000e+03
46;3.910000000000000e+02
47;1.920000000000000e+02
48;4.160000000000000e+02
49;2.928000000000000e+03
50;3.190000000000000e+02
51;2.170000000000000e+02
52;2.492000000000000e+03
53;1.840000000000000e+02
54;2.820000000000000e+02
55;1.795000000000000e+03
56;1.095000000000000e+03
57;2.042000000000000e+03
0;4.850000000000000e+03
1;3.538000000000000e+03
2;3.436000000000000e+03
3;4.925000000000000e+03
4;3.594000000000000e+03
5;3.974000000000000e+03
6;2.230000000000000e+03
7;3.125000000000000e+03
8;4.875000000000000e+03
9;3.674000000000000e+03
10;2.688000000000000e+03
11;4.799000000000000e+03
12;5.274000000000000e+03
13;4.291000000000000e+03
14;4.947000000000000e+03
15;1.990000000000000e+03
16;3.724000000000000e+03
17;4.756000000000000e+03
18;4.029000000000000e+03
19;5.536000000000000e+03
20;3.558000000000000e+03
21;2.922000000000000e+03
22;3.919000000000000e+03
23;4.572000000000000e+03
24;5.533000000000000e+03
25;3.848000000000000e+03
26;3.841000000000000e+03
27;4.069000000000000e+03
28;3.342000000000000e+03
29;5.123000000000000e+03
30;1.445000000000000e+03
31;5.634000000000000e+03
32;4.113000000000000e+03
33;4.604000000000000e+03
34;3.476000000000000e+03
35;3.595000000000000e+03
36;4.359000000000000e+03
37;5.440000000000000e+02
38;3.124000000000000e+03
39;5.330000000000000e+03
40;3.294000000000000e+03
42;4.015000000000000e+03
43;4.642000000000000e+03
44;4.409000000000000e+03
45;4.739000000000000e+03
46;3.750000000000000e+03
47;3.201000000000000e+03
48;3.770000000000000e+03
49;5.338000000000000e+03
50;3.607000000000000e+03
51;3.617000000000000e+03
52;4.902000000000000e+03
53;3.147000000000000e+03
54;3.047000000000000e+03
55;4.678000000000000e+03
56;4.124000000000000e+03
57;4.252000000000000e+03
0;1.937000000000000e+03
1;8.560000000000000e+02
2;7.710000000000000e+02
3;3.236000000000000e+03
4;4.340000000000000e+02
5;1.063000000000000e+03
6;5.167000000000000e+03
7;1.145000000000000e+03
8;2.492000000000000e+03
9;5.020000000000000e+02
10;1.433000000000000e+03
11;2.790000000000000e+02
12;2.267000000000000e+03
13;1.420000000000000e+03
14;2.073000000000000e+03
15;2.035000000000000e+03
16;8.460000000000000e+02
17;1.834000000000000e+03
18;1.140000000000000e+03
19;2.804000000000000e+03
20;1.470000000000000e+03
21;1.348000000000000e+03
22;6.000000000000000e+02
23;1.275000000000000e+03
24;2.524000000000000e+03
25;9.690000000000000e+02
26;1.840000000000000e+02
27;1.210000000000000e+03
28;9.490000000000000e+02
29;2.204000000000000e+03
30;4.615000000000000e+03
31;2.696000000000000e+03
32;1.402000000000000e+03
33;1.802000000000000e+03
34;5.670000000000000e+02
35;9.710000000000000e+02
36;1.553000000000000e+03
37;3.481000000000000e+03
38;1.014000000000000e+03
39;2.409000000000000e+03
40;7.220000000000000e+02
41;4.015000000000000e+03
43;1.720000000000000e+03
44;1.698000000000000e+03
45;2.037000000000000e+03
46;5.540000000000000e+02
47;8.520000000000000e+02
48;3.390000000000000e+02
49;3.004000000000000e+03
50;4.290000000000000e+02
51;5.330000000000000e+02
52;2.571000000000000e+03
53;8.890000000000000e+02
54;9.930000000000000e+02
55;1.967000000000000e+03
56;5.270000000000000e+02
57;1.123000000000000e+03
0;3.670000000000000e+02
1;2.026000000000000e+03
2;2.066000000000000e+03
3;2.107000000000000e+03
4;1.354000000000000e+03
5;2.620000000000000e+03
6;5.784000000000000e+03
7;1.529000000000000e+03
8;9.250000000000000e+02
9;1.944000000000000e+03
10;2.692000000000000e+03
11;1.441000000000000e+03
12;8.150000000000000e+02
13;3.047000000000000e+03
14;3.590000000000000e+03
15;2.650000000000000e+03
16;2.379000000000000e+03
17;1.140000000000000e+02
18;2.678000000000000e+03
19;1.385000000000000e+03
20;2.871000000000000e+03
21;1.726000000000000e+03
22;1.061000000000000e+03
23;4.520000000000000e+02
24;9.540000000000000e+02
25;2.486000000000000e+03
26;1.524000000000000e+03
27;2.727000000000000e+03
28;2.356000000000000e+03
29;6.560000000000000e+02
30;4.999000000000000e+03
31;1.126000000000000e+03
32;2.925000000000000e+03
33;3.319000000000000e+03
34;2.020000000000000e+03
35;2.466000000000000e+03
36;3.070000000000000e+03
37;4.068000000000000e+03
38;2.351000000000000e+03
39;8.390000000000000e+02
40;1.883000000000000e+03
41;4.642000000000000e+03
42;1.720000000000000e+03
44;3.221000000000000e+03
45;3.556000000000000e+03
46;2.274000000000000e+03
47;2.235000000000000e+03
48;1.870000000000000e+03
49;1.601000000000000e+03
50;1.954000000000000e+03
51;1.960000000000000e+03
52;1.170000000000000e+03
53;1.854000000000000e+03
54;1.917000000000000e+03
55;3.490000000000000e+03
56;1.226000000000000e+03
57;5.220000000000000e+02
0;3.601000000000000e+03
1;1.710000000000000e+03
2;1.395000000000000e+03
3;3.939000000000000e+03
4;1.861000000000000e+03
5;9.400000000000000e+02
6;5.561000000000000e+03
7;2.131000000000000e+03
8;4.017000000000000e+03
9;1.312000000000000e+03
10;1.740000000000000e+03
11;1.971000000000000e+03
12;3.883000000000000e+03
13;4.790000000000000e+02
14;5.620000000000000e+02
15;2.429000000000000e+03
16;8.540000000000000e+02
17;3.335000000000000e+03
18;8.060000000000000e+02
19;4.401000000000000e+03
20;1.288000000000000e+03
21;1.930000000000000e+03
22;2.182000000000000e+03
23;2.805000000000000e+03
24;4.050000000000000e+03
25;9.840000000000000e+02
26;1.756000000000000e+03
27;7.010000000000000e+02
28;7.080000000000000e+02
29;3.730000000000000e+03
30;4.776000000000000e+03
31;4.222000000000000e+03
32;2.130000000000000e+02
33;3.540000000000000e+02
34;1.335000000000000e+03
35;9.680000000000000e+02
36;3.420000000000000e+02
37;3.875000000000000e+03
38;1.445000000000000e+03
39;3.935000000000000e+03
40;1.423000000000000e+03
41;4.409000000000000e+03
42;1.698000000000000e+03
43;3.221000000000000e+03
45;2.730000000000000e+02
46;1.340000000000000e+03
47;1.525000000000000e+03
48;1.355000000000000e+03
49;4.344000000000000e+03
50;1.258000000000000e+03
51;9.420000000000000e+02
52;3.908000000000000e+03
53;1.700000000000000e+03
54;1.798000000000000e+03
55;3.120000000000000e+02
56;2.051000000000000e+03
57;3.033000000000000e+03
0;3.936000000000000e+03
1;1.733000000000000e+03
2;1.740000000000000e+03
3;4.274000000000000e+03
4;2.196000000000000e+03
5;1.090000000000000e+03
6;5.891000000000000e+03
7;2.466000000000000e+03
8;4.362000000000000e+03
9;1.650000000000000e+03
10;2.070000000000000e+03
11;2.309000000000000e+03
12;4.221000000000000e+03
13;6.290000000000000e+02
14;6.070000000000000e+02
15;2.759000000000000e+03
16;1.192000000000000e+03
17;3.670000000000000e+03
18;9.600000000000000e+02
19;4.739000000000000e+03
20;1.438000000000000e+03
21;2.265000000000000e+03
22;2.510000000000000e+03
23;3.143000000000000e+03
24;4.385000000000000e+03
25;1.138000000000000e+03
26;2.094000000000000e+03
27;8.510000000000000e+02
28;8.370000000000000e+02
29;4.065000000000000e+03
30;5.106000000000000e+03
31;4.557000000000000e+03
32;4.350000000000000e+02
33;2.290000000000000e+02
34;1.672000000000000e+03
35;1.306000000000000e+03
36;4.920000000000000e+02
37;4.505000000000000e+03
38;1.783000000000000e+03
39;4.270000000000000e+03
40;1.783000000000000e+03
41;4.739000000000000e+03
42;2.037000000000000e+03
43;3.556000000000000e+03
44;2.730000000000000e+02
46;1.668000000000000e+03
47;1.863000000000000e+03
48;1.693000000000000e+03
49;4.679000000000000e+03
50;1.596000000000000e+03
51;1.580000000000000e+03
52;4.243000000000000e+03
53;2.038000000000000e+03
54;2.134000000000000e+03
55;2.540000000000000e+02
56;2.389000000000000e+03
57;3.351000000000000e+03
0;2.430000000000000e+03
1;5.080000000000000e+02
2;4.070000000000000e+02
3;3.008000000000000e+03
4;6.580000000000000e+02
5;7.220000000000000e+02
6;4.902000000000000e+03
7;1.087000000000000e+03
8;2.985000000000000e+03
9;1.700000000000000e+02
10;1.081000000000000e+03
11;7.720000000000000e+02
12;2.667000000000000e+03
13;1.059000000000000e+03
14;1.717000000000000e+03
15;1.770000000000000e+03
16;3.920000000000000e+02
17;2.388000000000000e+03
18;6.910000000000000e+02
19;3.199000000000000e+03
20;1.118000000000000e+03
21;9.910000000000000e+02
22;1.093000000000000e+03
23;1.610000000000000e+03
24;2.836000000000000e+03
25;5.280000000000000e+02
26;5.700000000000000e+02
27;7.020000000000000e+02
28;5.770000000000000e+02
29;2.527000000000000e+03
30;4.117000000000000e+03
31;3.008000000000000e+03
32;8.020000000000000e+02
33;1.356000000000000e+03
34;2.430000000000000e+02
35;5.060000000000000e+02
36;1.099000000000000e+03
37;3.145000000000000e+03
38;6.020000000000000e+02
39;2.721000000000000e+03
40;3.910000000000000e+02
41;3.750000000000000e+03
42;5.540000000000000e+02
43;2.274000000000000e+03
44;1.340000000000000e+03
45;1.668000000000000e+03
47;5.200000000000000e+02
48;8.600000000000000e+01
49;3.299000000000000e+03
50;7.200000000000000e+01
51;1.700000000000000e+02
52;2.864000000000000e+03
53;5.580000000000000e+02
54;6.620000000000000e+02
55;1.489000000000000e+03
56;8.560000000000000e+02
57;1.434000000000000e+03
0;2.691000000000000e+03
1;1.940000000000000e+02
2;2.790000000000000e+02
3;2.522000000000000e+03
4;7.500000000000000e+02
5;9.210000000000000e+02
6;4.353000000000000e+03
7;7.180000000000000e+02
8;2.973000000000000e+03
9;3.830000000000000e+02
10;6.960000000000000e+02
11;1.148000000000000e+03
12;3.043000000000000e+03
13;1.249000000000000e+03
14;2.093000000000000e+03
15;1.216000000000000e+03
16;6.710000000000000e+02
17;2.349000000000000e+03
18;9.780000000000000e+02
19;3.129000000000000e+03
20;7.420000000000000e+02
21;5.170000000000000e+02
22;1.074000000000000e+03
23;2.020000000000000e+03
24;2.939000000000000e+03
25;8.000000000000000e+02
26;9.460000000000000e+02
27;1.039000000000000e+03
28;3.670000000000000e+02
29;2.619000000000000e+03
30;3.568000000000000e+03
31;3.114000000000000e+03
32;1.232000000000000e+03
33;1.849000000000000e+03
34;2.870000000000000e+02
35;7.050000000000000e+02
36;1.592000000000000e+03
37;2.667000000000000e+03
38;3.450000000000000e+02
39;2.923000000000000e+03
40;1.920000000000000e+02
41;3.201000000000000e+03
42;8.520000000000000e+02
43;2.235000000000000e+03
44;1.525000000000000e+03
45;1.863000000000000e+03
46;5.200000000000000e+02
48;5.430000000000000e+02
49;2.931000000000000e+03
50;4.480000000000000e+02
51;3.420000000000000e+02
52;2.495000000000000e+03
53;2.390000000000000e+02
54;2.880000000000000e+02
55;1.797000000000000e+03
56;1.266000000000000e+03
57;1.878000000000000e+03
0;2.087000000000000e+03
1;5.320000000000000e+02
2;3.340000000000000e+02
3;3.006000000000000e+03
4;5.630000000000000e+02
5;7.610000000000000e+02
6;4.922000000000000e+03
7;1.083000000000000e+03
8;2.831000000000000e+03
9;1.690000000000000e+02
10;1.101000000000000e+03
11;6.180000000000000e+02
12;2.606000000000000e+03
13;1.079000000000000e+03
14;1.742000000000000e+03
15;1.790000000000000e+03
16;5.110000000000000e+02
17;1.984000000000000e+03
18;8.100000000000000e+02
19;3.032000000000000e+03
20;1.143000000000000e+03
21;9.830000000000000e+02
22;8.870000000000000e+02
23;1.612000000000000e+03
24;2.644000000000000e+03
25;6.400000000000000e+02
26;5.230000000000000e+02
27;8.790000000000000e+02
28;6.230000000000000e+02
29;2.354000000000000e+03
30;4.137000000000000e+03
31;2.846000000000000e+03
32;1.072000000000000e+03
33;1.475000000000000e+03
34;2.680000000000000e+02
35;6.250000000000000e+02
36;1.218000000000000e+03
37;3.236000000000000e+03
38;6.880000000000000e+02
39;2.559000000000000e+03
40;4.160000000000000e+02
41;3.770000000000000e+03
42;3.390000000000000e+02
43;1.870000000000000e+03
44;1.355000000000000e+03
45;1.693000000000000e+03
46;8.600000000000000e+01
47;5.430000000000000e+02
49;3.295000000000000e+03
50;9.700000000000000e+01
51;1.990000000000000e+02
52;2.859000000000000e+03
53;5.880000000000000e+02
54;6.920000000000000e+02
55;1.637000000000000e+03
56;8.580000000000000e+02
57;1.339000000000000e+03
0;1.861000000000000e+03
1;2.906000000000000e+03
2;3.135000000000000e+03
3;8.060000000000000e+02
4;2.929000000000000e+03
5;3.866000000000000e+03
6;6.480000000000000e+03
7;2.225000000000000e+03
8;1.544000000000000e+03
9;3.136000000000000e+03
10;3.388000000000000e+03
11;2.844000000000000e+03
12;1.451000000000000e+03
13;4.119000000000000e+03
14;4.772000000000000e+03
15;3.346000000000000e+03
16;3.565000000000000e+03
17;1.715000000000000e+03
18;3.864000000000000e+03
19;1.070000000000000e+03
20;3.801000000000000e+03
21;2.422000000000000e+03
22;2.425000000000000e+03
23;1.869000000000000e+03
24;1.669000000000000e+03
25;3.751000000000000e+03
26;3.178000000000000e+03
27;3.929000000000000e+03
28;3.325000000000000e+03
29;1.608000000000000e+03
30;5.695000000000000e+03
31;1.607000000000000e+03
32;4.052000000000000e+03
33;4.501000000000000e+03
34;3.213000000000000e+03
35;3.502000000000000e+03
36;4.252000000000000e+03
37;4.764000000000000e+03
38;3.168000000000000e+03
39;1.582000000000000e+03
40;2.928000000000000e+03
41;5.338000000000000e+03
42;3.004000000000000e+03
43;1.601000000000000e+03
44;4.344000000000000e+03
45;4.679000000000000e+03
46;3.299000000000000e+03
47;2.931000000000000e+03
48;3.295000000000000e+03
50;3.227000000000000e+03
51;3.206000000000000e+03
52;4.460000000000000e+02
53;2.750000000000000e+03
54;2.649000000000000e+03
55;4.617000000000000e+03
56;2.417000000000000e+03
57;1.882000000000000e+03
0;2.358000000000000e+03
1;4.350000000000000e+02
2;3.370000000000000e+02
3;2.936000000000000e+03
4;5.860000000000000e+02
5;6.520000000000000e+02
6;4.759000000000000e+03
7;1.015000000000000e+03
8;2.913000000000000e+03
9;9.800000000000000e+01
10;1.009000000000000e+03
11;7.000000000000000e+02
12;2.595000000000000e+03
13;9.820000000000000e+02
14;1.645000000000000e+03
15;1.622000000000000e+03
16;4.080000000000000e+02
17;2.068000000000000e+03
18;7.070000000000000e+02
19;3.122000000000000e+03
20;1.046000000000000e+03
21;9.190000000000000e+02
22;1.021000000000000e+03
23;1.542000000000000e+03
24;2.764000000000000e+03
25;5.360000000000000e+02
26;4.980000000000000e+02
27;7.770000000000000e+02
28;5.250000000000000e+02
29;2.444000000000000e+03
30;3.969000000000000e+03
31;2.936000000000000e+03
32;9.700000000000000e+02
33;1.139000000000000e+03
34;1.710000000000000e+02
35;5.240000000000000e+02
36;1.115000000000000e+03
37;3.073000000000000e+03
38;5.900000000000000e+02
39;2.649000000000000e+03
40;3.190000000000000e+02
41;3.607000000000000e+03
42;4.290000000000000e+02
43;1.954000000000000e+03
44;1.258000000000000e+03
45;1.596000000000000e+03
46;7.200000000000000e+01
47;4.480000000000000e+02
48;9.700000000000000e+01
49;3.227000000000000e+03
51;1.020000000000000e+02
52;2.791000000000000e+03
53;4.860000000000000e+02
54;5.900000000000000e+02
55;1.535000000000000e+03
56;8.700000000000000e+03
57;1.441000000000000e+03
0;2.263000000000000e+03
1;3.350000000000000e+02
2;2.350000000000000e+02
3;3.026000000000000e+03
4;6.680000000000000e+02
5;7.540000000000000e+02
6;4.771000000000000e+03
7;9.600000000000000e+02
8;2.891000000000000e+03
9;8.000000000000000e+01
10;9.500000000000000e+02
11;8.020000000000000e+02
12;2.697000000000000e+03
13;9.670000000000000e+02
14;1.747000000000000e+03
15;1.639000000000000e+03
16;3.880000000000000e+02
17;2.074000000000000e+03
18;6.870000000000000e+02
19;3.209000000000000e+03
20;9.760000000000000e+02
21;8.800000000000000e+02
22;9.920000000000000e+02
23;1.642000000000000e+03
24;2.857000000000000e+03
25;5.170000000000000e+02
26;6.000000000000000e+02
27;7.560000000000000e+02
28;5.230000000000000e+02
29;2.537000000000000e+03
30;3.986000000000000e+03
31;3.162000000000000e+03
32;9.490000000000000e+02
33;1.352000000000000e+03
34;1.070000000000000e+02
35;5.020000000000000e+02
36;1.095000000000000e+03
37;3.083000000000000e+03
38;4.880000000000000e+02
39;2.753000000000000e+03
40;2.170000000000000e+02
41;3.617000000000000e+03
42;5.330000000000000e+02
43;1.960000000000000e+03
44;9.420000000000000e+02
45;1.580000000000000e+03
46;1.700000000000000e+02
47;3.420000000000000e+02
48;1.990000000000000e+02
49;3.206000000000000e+03
50;1.020000000000000e+02
52;2.770000000000000e+03
53;3.890000000000000e+02
54;4.970000000000000e+02
55;1.514000000000000e+03
56;8.880000000000000e+02
57;1.543000000000000e+03
0;1.425000000000000e+03
1;2.470000000000000e+03
2;2.699000000000000e+03
3;9.470000000000000e+02
4;2.493000000000000e+03
5;3.430000000000000e+03
6;6.044000000000000e+03
7;1.789000000000000e+03
8;1.103000000000000e+03
9;2.700000000000000e+03
10;2.952000000000000e+03
11;2.413000000000000e+03
12;1.011000000000000e+03
13;3.683000000000000e+03
14;4.036000000000000e+03
15;2.910000000000000e+03
16;3.129000000000000e+03
17;1.284000000000000e+03
18;3.428000000000000e+03
19;6.340000000000000e+02
20;3.365000000000000e+03
21;1.986000000000000e+03
22;1.994000000000000e+03
23;1.422000000000000e+03
24;1.233000000000000e+03
25;3.315000000000000e+03
26;2.742000000000000e+03
27;3.493000000000000e+03
28;2.889000000000000e+03
29;1.172000000000000e+03
30;5.259000000000000e+03
31;1.171000000000000e+03
32;3.616000000000000e+03
33;4.065000000000000e+03
34;2.777000000000000e+03
35;3.066000000000000e+03
36;3.816000000000000e+03
37;4.328000000000000e+03
38;2.732000000000000e+03
39;1.146000000000000e+03
40;2.492000000000000e+03
41;4.902000000000000e+03
42;2.571000000000000e+03
43;1.170000000000000e+03
44;3.908000000000000e+03
45;4.243000000000000e+03
46;2.864000000000000e+03
47;2.495000000000000e+03
48;2.859000000000000e+03
49;4.460000000000000e+02
50;2.791000000000000e+03
51;2.770000000000000e+03
53;2.314000000000000e+03
54;2.213000000000000e+03
55;4.181000000000000e+03
56;2.105000000000000e+03
57;1.446000000000000e+03
0;2.266000000000000e+03
1;1.370000000000000e+02
2;4.510000000000000e+02
3;2.464000000000000e+03
4;4.940000000000000e+02
5;1.096000000000000e+03
6;4.299000000000000e+03
7;5.370000000000000e+02
8;2.717000000000000e+03
9;4.110000000000000e+02
10;1.063000000000000e+03
11;1.188000000000000e+03
12;2.563000000000000e+03
13;1.424000000000000e+03
14;2.082000000000000e+03
15;1.162000000000000e+03
16;8.460000000000000e+02
17;1.968000000000000e+03
18;1.145000000000000e+03
19;2.948000000000000e+03
20;1.076000000000000e+03
21;4.590000000000000e+02
22;8.180000000000000e+02
23;1.748000000000000e+03
24;2.683000000000000e+03
25;9.750000000000000e+02
26;7.540000000000000e+02
27;1.214000000000000e+03
28;6.310000000000000e+02
29;2.406000000000000e+03
30;3.514000000000000e+03
31;2.855000000000000e+03
32;1.407000000000000e+03
33;1.839000000000000e+03
34;3.150000000000000e+02
35;9.600000000000000e+02
36;1.560000000000000e+03
37;2.613000000000000e+03
38;4.980000000000000e+02
39;2.568000000000000e+03
40;1.840000000000000e+02
41;3.147000000000000e+03
42;8.890000000000000e+02
43;1.854000000000000e+03
44;1.700000000000000e+03
45;2.038000000000000e+03
46;5.580000000000000e+02
47;2.390000000000000e+02
48;5.880000000000000e+02
49;2.750000000000000e+03
50;4.860000000000000e+02
51;3.890000000000000e+02
52;2.314000000000000e+03
54;1.120000000000000e+02
55;1.972000000000000e+03
56;9.940000000000000e+02
57;1.345000000000000e+03
0;2.166000000000000e+03
1;2.340000000000000e+02
2;5.460000000000000e+02
3;2.364000000000000e+03
4;5.570000000000000e+02
5;1.191000000000000e+03
6;4.199000000000000e+03
7;4.360000000000000e+02
8;2.655000000000000e+03
9;5.080000000000000e+02
10;9.640000000000000e+02
11;1.248000000000000e+03
12;2.623000000000000e+03
13;1.421000000000000e+03
14;2.179000000000000e+03
15;1.062000000000000e+03
16;9.500000000000000e+02
17;2.031000000000000e+03
18;1.249000000000000e+03
19;2.846000000000000e+03
20;1.174000000000000e+03
21;3.590000000000000e+02
22;8.810000000000000e+02
23;1.811000000000000e+03
24;2.746000000000000e+03
25;1.078000000000000e+03
26;8.170000000000000e+02
27;1.311000000000000e+03
28;7.280000000000000e+02
29;2.305000000000000e+03
30;3.414000000000000e+03
31;2.918000000000000e+03
32;1.511000000000000e+03
33;1.931000000000000e+03
34;4.190000000000000e+02
35;1.064000000000000e+03
36;1.672000000000000e+03
37;2.513000000000000e+03
38;5.890000000000000e+02
39;2.651000000000000e+03
40;2.820000000000000e+02
41;3.047000000000000e+03
42;9.930000000000000e+02
43;1.917000000000000e+03
44;1.798000000000000e+03
45;2.134000000000000e+03
46;6.620000000000000e+02
47;2.880000000000000e+02
48;6.920000000000000e+02
49;2.649000000000000e+03
50;5.900000000000000e+02
51;4.970000000000000e+02
52;2.213000000000000e+03
53;1.120000000000000e+02
55;2.076000000000000e+03
56;1.057000000000000e+03
57;1.408000000000000e+03
0;3.870000000000000e+03
1;2.072000000000000e+03
2;1.882000000000000e+03
3;4.208000000000000e+03
4;2.130000000000000e+03
5;1.232000000000000e+03
6;5.830000000000000e+03
7;2.400000000000000e+03
8;4.504000000000000e+03
9;1.584000000000000e+03
10;2.009000000000000e+03
11;2.243000000000000e+03
12;4.155000000000000e+03
13;7.710000000000000e+02
14;7.600000000000000e+02
15;2.698000000000000e+03
16;1.126000000000000e+03
17;3.604000000000000e+03
18;1.096000000000000e+03
19;4.673000000000000e+03
20;1.185000000000000e+03
21;2.199000000000000e+03
22;2.454000000000000e+03
23;3.082000000000000e+03
24;4.319000000000000e+03
25;1.274000000000000e+03
26;2.033000000000000e+03
27;1.494000000000000e+03
28;1.635000000000000e+03
29;3.999000000000000e+03
30;5.045000000000000e+03
31;4.491000000000000e+03
32;4.130000000000000e+02
33;3.000000000000000e+02
34;1.606000000000000e+03
35;1.240000000000000e+03
36;6.340000000000000e+02
37;4.144000000000000e+03
38;1.717000000000000e+03
39;4.204000000000000e+03
40;1.795000000000000e+03
41;4.678000000000000e+03
42;1.967000000000000e+03
43;3.490000000000000e+03
44;3.120000000000000e+02
45;2.540000000000000e+02
46;1.489000000000000e+03
47;1.797000000000000e+03
48;1.637000000000000e+03
49;4.617000000000000e+03
50;1.535000000000000e+03
51;1.514000000000000e+03
52;4.181000000000000e+03
53;1.972000000000000e+03
54;2.076000000000000e+03
56;2.328000000000000e+03
57;2.986000000000000e+03
0;1.417000000000000e+03
1;1.196000000000000e+03
2;2.699000000000000e+03
3;3.116000000000000e+03
4;5.240000000000000e+02
5;1.582000000000000e+03
6;5.271000000000000e+03
7;1.238000000000000e+03
8;1.972000000000000e+03
9;9.480000000000000e+02
10;1.972000000000000e+03
11;2.480000000000000e+02
12;1.834000000000000e+03
13;1.939000000000000e+03
14;2.592000000000000e+03
15;2.139000000000000e+03
16;1.347000000000000e+03
17;1.340000000000000e+03
18;1.646000000000000e+03
19;2.395000000000000e+03
20;1.989000000000000e+03
21;1.438000000000000e+03
22;4.320000000000000e+02
23;7.540000000000000e+02
24;2.004000000000000e+03
25;1.329000000000000e+03
26;4.980000000000000e+02
27;1.570000000000000e+03
28;1.304000000000000e+03
29;1.684000000000000e+03
30;4.708000000000000e+03
31;2.176000000000000e+03
32;1.763000000000000e+03
33;1.932000000000000e+03
34;1.087000000000000e+03
35;1.303000000000000e+03
