recorded_date,age_group,sex,observed_ethnicity,domestic_abuse,borough,method_of_killing,solved_status,year,month.name,season
2012-02-01,55 to 64,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Unsolved,10,FEB,winter
2012-02-01,45 to 54,Male,Asian,Not Domestic Abuse,Croydon,Physical Assault,Solved,10,FEB,winter
2012-02-01,25 to 34,Male,White,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,10,FEB,winter
2012-03-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,10,MAR,spring
2012-03-01,65 and over,Male,White,Not Domestic Abuse,Haringey,Blunt Implement,Solved,10,MAR,spring
2012-03-01,45 to 54,Female,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,10,MAR,spring
2012-03-01,65 and over,Female,White,Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,10,MAR,spring
2012-03-01,25 to 34,Male,White,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,10,MAR,spring
2012-04-01,35 to 44,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,10,APR,spring
2012-04-01,45 to 54,Male,White,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,10,APR,spring
2012-04-01,55 to 64,Male,White,Not Domestic Abuse,Croydon,Blunt Implement,Solved,10,APR,spring
2012-04-01,55 to 64,Male,White,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,10,APR,spring
2012-05-01,0 to 12,Female,White,Not Domestic Abuse,Wandsworth,Physical Assault,Solved,10,MAY,spring
2012-05-01,0 to 12,Male,White,Not Domestic Abuse,Wandsworth,Physical Assault,Solved,10,MAY,spring
2012-05-01,20 to 24,Male,White,Not Domestic Abuse,Merton,Physical Assault,Solved,10,MAY,spring
2012-05-01,25 to 34,Male,White,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,10,MAY,spring
2012-05-01,35 to 44,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,10,MAY,spring
2012-05-01,45 to 54,Female,Black,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,10,MAY,spring
2012-05-01,35 to 44,Male,Asian,Not Domestic Abuse,Ealing,Physical Assault,Solved,10,MAY,spring
2012-05-01,45 to 54,Male,White,Not Domestic Abuse,Ealing,Physical Assault,Solved,10,MAY,spring
2012-05-01,25 to 34,Female,Asian,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,10,MAY,spring
2012-05-01,13 to 19,Male,White,Not Domestic Abuse,Redbridge,Physical Assault,Solved,10,MAY,spring
2012-05-01,20 to 24,Male,Asian,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,10,MAY,spring
2012-06-01,35 to 44,Male,White,Not Domestic Abuse,Sutton,Knife or Sharp Implement,Solved,10,JUN,summer
2012-06-01,20 to 24,Female,White,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,10,JUN,summer
2012-06-01,20 to 24,Male,White,Not Domestic Abuse,Bromley,Physical Assault,Solved,10,JUN,summer
2012-06-01,25 to 34,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Unsolved,10,JUN,summer
2012-06-01,45 to 54,Male,Asian,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,10,JUN,summer
2012-06-01,55 to 64,Female,White,Not Domestic Abuse,Kingston Upon Thames,Physical Assault,Solved,10,JUN,summer
2012-06-01,20 to 24,Male,Black,Not Domestic Abuse,Lewisham,Shooting,Solved,10,JUN,summer
2012-06-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Shooting,Solved,10,JUN,summer
2012-06-01,45 to 54,Male,White,Not Domestic Abuse,Westminster,Physical Assault,Solved,10,JUN,summer
2012-06-01,45 to 54,Male,White,Not Domestic Abuse,Westminster,Physical Assault,Solved,10,JUN,summer
2012-06-01,20 to 24,Male,Black,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,10,JUN,summer
2012-07-01,20 to 24,Male,Black,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,10,JUL,summer
2012-07-01,25 to 34,Male,Asian,Not Domestic Abuse,Croydon,Shooting,Solved,10,JUL,summer
2012-07-01,65 and over,Male,White,Domestic Abuse,Islington,Physical Assault,Solved,10,JUL,summer
2012-08-01,13 to 19,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,10,AUG,summer
2012-08-01,45 to 54,Female,White,Not Domestic Abuse,Sutton,Knife or Sharp Implement,Solved,10,AUG,summer
2012-08-01,45 to 54,Male,White,Not Domestic Abuse,Westminster,Physical Assault,Solved,10,AUG,summer
2012-08-01,65 and over,Female,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,10,AUG,summer
2012-08-01,35 to 44,Male,White,Not Domestic Abuse,Newham,Blunt Implement,Solved,10,AUG,summer
2012-08-01,13 to 19,Male,White,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,10,AUG,summer
2012-08-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,10,AUG,summer
2012-08-01,25 to 34,Male,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,10,AUG,summer
2012-09-01,55 to 64,Male,White,Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-09-01,25 to 34,Male,Black,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-09-01,45 to 54,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-09-01,13 to 19,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-09-01,20 to 24,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-09-01,13 to 19,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-09-01,25 to 34,Female,Black,Domestic Abuse,Brent,Knife or Sharp Implement,Solved,10,SEP,autumn
2012-10-01,20 to 24,Male,White,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,10,OCT,autumn
2012-10-01,45 to 54,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,10,OCT,autumn
2012-10-01,20 to 24,Male,Black,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,10,OCT,autumn
2012-10-01,25 to 34,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Unsolved,10,OCT,autumn
2012-10-01,20 to 24,Male,Black,Not Domestic Abuse,Kingston Upon Thames,Knife or Sharp Implement,Solved,10,OCT,autumn
2012-10-01,65 and over,Female,White,Not Domestic Abuse,Hounslow,Blunt Implement,Solved,10,OCT,autumn
2012-10-01,65 and over,Male,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,10,OCT,autumn
2012-10-01,45 to 54,Male,Asian,Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,10,OCT,autumn
2012-11-01,25 to 34,Male,Black,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,10,NOV,autumn
2012-11-01,20 to 24,Female,Black,Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,10,NOV,autumn
2012-11-01,20 to 24,Male,Asian,Not Domestic Abuse,Lewisham,Blunt Implement,Solved,10,NOV,autumn
2012-11-01,65 and over,Male,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,10,NOV,autumn
2012-11-01,20 to 24,Male,White,Not Domestic Abuse,Richmond Upon Thames,Physical Assault,Solved,10,NOV,autumn
2012-11-01,35 to 44,Male,Black,Not Domestic Abuse,Greenwich,Shooting,Solved,10,NOV,autumn
2012-11-01,25 to 34,Female,White,Domestic Abuse,Hackney,Blunt Implement,Solved,10,NOV,autumn
2012-11-01,55 to 64,Male,White,Not Domestic Abuse,Camden,Physical Assault,Solved,10,NOV,autumn
2012-12-01,25 to 34,Male,White,Not Domestic Abuse,Southwark,Physical Assault,Solved,10,DEC,winter
2012-12-01,35 to 44,Male,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,10,DEC,winter
2012-12-01,45 to 54,Male,White,Not Domestic Abuse,Islington,Physical Assault,Unsolved,10,DEC,winter
2012-12-01,25 to 34,Female,White,Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,10,DEC,winter
2012-12-01,25 to 34,Male,Black,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,10,DEC,winter
2012-12-01,45 to 54,Male,Black,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,10,DEC,winter
2012-12-01,65 and over,Female,White,Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,10,DEC,winter
2012-12-01,65 and over,Female,White,Domestic Abuse,Ealing,Physical Assault,Solved,10,DEC,winter
2012-12-01,20 to 24,Male,Black,Not Domestic Abuse,Hounslow,Knife or Sharp Implement,Solved,10,DEC,winter
2012-12-01,13 to 19,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,10,DEC,winter
2013-01-01,25 to 34,Female,Black,Domestic Abuse,Croydon,Physical Assault,Solved,11,JAN,winter
2013-01-01,20 to 24,Female,White,Domestic Abuse,Lambeth,Blunt Implement,Solved,11,JAN,winter
2013-01-01,35 to 44,Male,White,Not Domestic Abuse,Hackney,Physical Assault,Solved,11,JAN,winter
2013-01-01,45 to 54,Male,White,Not Domestic Abuse,Havering,Knife or Sharp Implement,Solved,11,JAN,winter
2013-01-01,65 and over,Female,White,Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,11,JAN,winter
2013-01-01,13 to 19,Male,Other,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,11,JAN,winter
2013-01-01,35 to 44,Male,White,Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,11,JAN,winter
2013-02-01,65 and over,Female,Black,Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,11,FEB,winter
2013-02-01,35 to 44,Female,White,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,11,FEB,winter
2013-02-01,13 to 19,Male,Black,Not Domestic Abuse,Hackney,Shooting,Solved,11,FEB,winter
2013-02-01,13 to 19,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,11,FEB,winter
2013-03-01,55 to 64,Male,White,Not Domestic Abuse,Westminster,Blunt Implement,Solved,11,MAR,spring
2013-03-01,20 to 24,Male,Black,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,11,MAR,spring
2013-03-01,45 to 54,Male,White,Not Domestic Abuse,Islington,Physical Assault,Solved,11,MAR,spring
2013-03-01,25 to 34,Female,Black,Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,11,MAR,spring
2013-04-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Shooting,Solved,11,APR,spring
2013-04-01,20 to 24,Male,Black,Not Domestic Abuse,Ealing,Shooting,Solved,11,APR,spring
2013-04-01,25 to 34,Male,White,Not Domestic Abuse,Ealing,Shooting,Solved,11,APR,spring
2013-04-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,APR,spring
2013-04-01,45 to 54,Male,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,APR,spring
2013-05-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,MAY,spring
2013-05-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Shooting,Solved,11,MAY,spring
2013-05-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,MAY,spring
2013-05-01,55 to 64,Female,White,Domestic Abuse,Ealing,Physical Assault,Solved,11,MAY,spring
2013-05-01,25 to 34,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,MAY,spring
2013-05-01,55 to 64,Male,White,Not Domestic Abuse,Merton,Blunt Implement,Solved,11,MAY,spring
2013-05-01,65 and over,Female,White,Not Domestic Abuse,Tower Hamlets,Physical Assault,Solved,11,MAY,spring
2013-05-01,55 to 64,Male,White,Not Domestic Abuse,Enfield,Physical Assault,Solved,11,MAY,spring
2013-06-01,65 and over,Female,White,Domestic Abuse,Newham,Physical Assault,Solved,11,JUN,summer
2013-06-01,55 to 64,Female,White,Domestic Abuse,Barking & Dagenham,Shooting,Solved,11,JUN,summer
2013-06-01,25 to 34,Male,White,Not Domestic Abuse,Kingston Upon Thames,Knife or Sharp Implement,Solved,11,JUN,summer
2013-06-01,65 and over,Male,Asian,Domestic Abuse,Newham,Knife or Sharp Implement,Solved,11,JUN,summer
2013-06-01,55 to 64,Male,White,Not Domestic Abuse,Greenwich,Knife or Sharp Implement,Solved,11,JUN,summer
2013-06-01,35 to 44,Male,White,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,11,JUN,summer
2013-06-01,20 to 24,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,11,JUN,summer
2013-07-01,35 to 44,Female,White,Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,11,JUL,summer
2013-07-01,35 to 44,Female,Asian,Domestic Abuse,Newham,Physical Assault,Solved,11,JUL,summer
2013-07-01,35 to 44,Female,Asian,Domestic Abuse,Hillingdon,Physical Assault,Solved,11,JUL,summer
2013-07-01,45 to 54,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,11,JUL,summer
2013-07-01,25 to 34,Male,White,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,11,JUL,summer
2013-07-01,25 to 34,Female,Black,Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,11,JUL,summer
2013-07-01,25 to 34,Female,Black,Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,11,JUL,summer
2013-08-01,25 to 34,Female,Asian,Domestic Abuse,Newham,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,25 to 34,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,20 to 24,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,35 to 44,Male,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,13 to 19,Male,Asian,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,20 to 24,Female,White,Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,20 to 24,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,11,AUG,summer
2013-08-01,20 to 24,Female,Black,Not Domestic Abuse,Brent,Shooting,Solved,11,AUG,summer
2013-08-01,20 to 24,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Unsolved,11,AUG,summer
2013-09-01,65 and over,Female,White,Not Domestic Abuse,Havering,Knife or Sharp Implement,Solved,11,SEP,autumn
2013-09-01,35 to 44,Male,Black,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,11,SEP,autumn
2013-09-01,35 to 44,Female,Asian,Domestic Abuse,Newham,Knife or Sharp Implement,Solved,11,SEP,autumn
2013-09-01,13 to 19,Male,Black,Not Domestic Abuse,Wandsworth,Shooting,Solved,11,SEP,autumn
2013-09-01,13 to 19,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,11,SEP,autumn
2013-10-01,65 and over,Female,Other,Domestic Abuse,Barnet,Blunt Implement,Solved,11,OCT,autumn
2013-10-01,35 to 44,Male,Black,Domestic Abuse,Islington,Knife or Sharp Implement,Solved,11,OCT,autumn
2013-10-01,45 to 54,Male,White,Not Domestic Abuse,Hammersmith & Fulham,Knife or Sharp Implement,Solved,11,OCT,autumn
2013-10-01,20 to 24,Male,White,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,11,OCT,autumn
2013-10-01,55 to 64,Female,Asian,Domestic Abuse,Brent,Physical Assault,Solved,11,OCT,autumn
2013-10-01,20 to 24,Female,White,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,11,OCT,autumn
2013-11-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,NOV,autumn
2013-11-01,65 and over,Female,White,Not Domestic Abuse,Wandsworth,Physical Assault,Solved,11,NOV,autumn
2013-11-01,35 to 44,Female,Asian,Domestic Abuse,Ealing,Physical Assault,Solved,11,NOV,autumn
2013-11-01,35 to 44,Female,White,Not Domestic Abuse,Richmond Upon Thames,Blunt Implement,Solved,11,NOV,autumn
2013-11-01,25 to 34,Male,White,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,11,NOV,autumn
2013-12-01,45 to 54,Male,White,Not Domestic Abuse,Lambeth,Physical Assault,Solved,11,DEC,winter
2013-12-01,20 to 24,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Unsolved,11,DEC,winter
2013-12-01,13 to 19,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,11,DEC,winter
2013-12-01,20 to 24,Male,Black,Not Domestic Abuse,Brent,Shooting,Unsolved,11,DEC,winter
2013-12-01,55 to 64,Female,White,Not Domestic Abuse,Wandsworth,Physical Assault,Solved,11,DEC,winter
2013-12-01,25 to 34,Male,White,Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,11,DEC,winter
2013-12-01,65 and over,Female,Asian,Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,11,DEC,winter
2013-12-01,25 to 34,Male,Black,Not Domestic Abuse,Westminster,Shooting,Solved,11,DEC,winter
2013-12-01,25 to 34,Female,Black,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,11,DEC,winter
2014-01-01,0 to 12,Female,Asian,Not Domestic Abuse,Brent,Physical Assault,Solved,12,JAN,winter
2014-01-01,0 to 12,Male,Asian,Not Domestic Abuse,Brent,Physical Assault,Solved,12,JAN,winter
2014-01-01,25 to 34,Female,White,Domestic Abuse,Newham,Knife or Sharp Implement,Solved,12,JAN,winter
2014-01-01,45 to 54,Female,White,Not Domestic Abuse,Kensington & Chelsea,Blunt Implement,Solved,12,JAN,winter
2014-02-01,13 to 19,Male,Other,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,12,FEB,winter
2014-02-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,12,FEB,winter
2014-02-01,20 to 24,Male,White,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,12,FEB,winter
2014-02-01,35 to 44,Female,Asian,Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,12,FEB,winter
2014-02-01,25 to 34,Male,Asian,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,12,FEB,winter
2014-02-01,45 to 54,Male,White,Not Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,12,FEB,winter
2014-02-01,20 to 24,Male,Black,Not Domestic Abuse,Lambeth,Knife or Sharp Implement,Solved,12,FEB,winter
2014-03-01,20 to 24,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,12,MAR,spring
2014-03-01,65 and over,Male,White,Not Domestic Abuse,Bromley,Physical Assault,Solved,12,MAR,spring
2014-03-01,20 to 24,Male,Black,Not Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,12,MAR,spring
2014-03-01,35 to 44,Male,White,Not Domestic Abuse,Croydon,Physical Assault,Solved,12,MAR,spring
2014-03-01,45 to 54,Female,White,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,12,MAR,spring
2014-03-01,35 to 44,Female,Black,Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,12,MAR,spring
2014-03-01,13 to 19,Female,Black,Not Domestic Abuse,Hackney,Shooting,Solved,12,MAR,spring
2014-03-01,55 to 64,Male,White,Not Domestic Abuse,Islington,Physical Assault,Solved,12,MAR,spring
2014-03-01,20 to 24,Male,Asian,Domestic Abuse,Newham,Knife or Sharp Implement,Solved,12,MAR,spring
2014-03-01,45 to 54,Female,Black,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,12,MAR,spring
2014-03-01,0 to 12,Female,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,12,MAR,spring
2014-04-01,55 to 64,Female,White,Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,12,APR,spring
2014-04-01,45 to 54,Male,White,Not Domestic Abuse,Richmond Upon Thames,Knife or Sharp Implement,Solved,12,APR,spring
2014-04-01,35 to 44,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,12,APR,spring
2014-04-01,45 to 54,Male,White,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,12,APR,spring
2014-04-01,45 to 54,Male,White,Not Domestic Abuse,Ealing,Blunt Implement,Solved,12,APR,spring
2014-05-01,13 to 19,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,12,MAY,spring
2014-05-01,13 to 19,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,12,MAY,spring
2014-05-01,65 and over,Male,Black,Not Domestic Abuse,Ealing,Physical Assault,Solved,12,MAY,spring
2014-05-01,65 and over,Female,White,Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,12,MAY,spring
2014-05-01,45 to 54,Male,White,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,12,MAY,spring
2014-05-01,25 to 34,Male,Black,Not Domestic Abuse,Barking & Dagenham,Knife or Sharp Implement,Solved,12,MAY,spring
2014-05-01,35 to 44,Female,Asian,Domestic Abuse,Ealing,Blunt Implement,Solved,12,MAY,spring
2014-05-01,35 to 44,Female,White,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,12,MAY,spring
2014-06-01,13 to 19,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,12,JUN,summer
2014-06-01,20 to 24,Female,White,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,12,JUN,summer
2014-06-01,20 to 24,Male,Black,Not Domestic Abuse,Islington,Knife or Sharp Implement,Solved,12,JUN,summer
2014-06-01,13 to 19,Male,Black,Not Domestic Abuse,Brent,Knife or Sharp Implement,Solved,12,JUN,summer
2014-06-01,65 and over,Male,White,Not Domestic Abuse,Camden,Knife or Sharp Implement,Solved,12,JUN,summer
2014-07-01,35 to 44,Male,White,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,12,JUL,summer
2014-07-01,65 and over,Male,Asian,Not Domestic Abuse,Hackney,Blunt Implement,Solved,12,JUL,summer
2014-07-01,20 to 24,Male,Black,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,12,JUL,summer
2014-07-01,35 to 44,Male,White,Not Domestic Abuse,Kensington & Chelsea,Physical Assault,Unsolved,12,JUL,summer
2014-07-01,45 to 54,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,12,JUL,summer
2014-07-01,20 to 24,Male,Black,Not Domestic Abuse,Barnet,Shooting,Solved,12,JUL,summer
2014-08-01,25 to 34,Male,White,Not Domestic Abuse,Lewisham,Knife or Sharp Implement,Solved,12,AUG,summer
2014-08-01,25 to 34,Male,Black,Not Domestic Abuse,Wandsworth,Knife or Sharp Implement,Solved,12,AUG,summer
2014-08-01,13 to 19,Male,White,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,12,AUG,summer
2014-08-01,35 to 44,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,12,AUG,summer
2014-08-01,20 to 24,Male,Black,Not Domestic Abuse,Croydon,Knife or Sharp Implement,Solved,12,AUG,summer
2014-08-01,55 to 64,Male,Black,Not Domestic Abuse,Kensington & Chelsea,Knife or Sharp Implement,Solved,12,AUG,summer
2014-09-01,25 to 34,Female,White,Domestic Abuse,Waltham Forest,Knife or Sharp Implement,Solved,12,SEP,autumn
2014-09-01,13 to 19,Female,White,Not Domestic Abuse,Ealing,Physical Assault,Solved,12,SEP,autumn
2014-09-01,45 to 54,Male,White,Not Domestic Abuse,Enfield,Blunt Implement,Solved,12,SEP,autumn
2014-09-01,65 and over,Female,White,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,12,SEP,autumn
2014-09-01,20 to 24,Male,Black,Not Domestic Abuse,Wandsworth,Shooting,Solved,12,SEP,autumn
2014-10-01,25 to 34,Male,Black,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,12,OCT,autumn
2014-10-01,25 to 34,Male,Black,Not Domestic Abuse,Bexley,Knife or Sharp Implement,Solved,12,OCT,autumn
2014-10-01,20 to 24,Male,Black,Not Domestic Abuse,Barnet,Knife or Sharp Implement,Solved,12,OCT,autumn
2014-10-01,13 to 19,Male,Black,Not Domestic Abuse,Southwark,Knife or Sharp Implement,Solved,12,OCT,autumn
2014-11-01,25 to 34,Female,White,Domestic Abuse,Islington,Shooting,Solved,12,NOV,autumn
2014-11-01,20 to 24,Female,White,Domestic Abuse,Redbridge,Knife or Sharp Implement,Solved,12,NOV,autumn
2014-11-01,20 to 24,Male,White,Domestic Abuse,Croydon,Blunt Implement,Solved,12,NOV,autumn
2014-11-01,13 to 19,Male,White,Not Domestic Abuse,Southwark,Shooting,Solved,12,NOV,autumn
2014-11-01,65 and over,Male,White,Not Domestic Abuse,Newham,Knife or Sharp Implement,Solved,12,NOV,autumn
2014-11-01,20 to 24,Male,Black,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,12,NOV,autumn
2014-12-01,25 to 34,Female,Asian,Domestic Abuse,Redbridge,Physical Assault,Solved,12,DEC,winter
2014-12-01,13 to 19,Male,Black,Not Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,12,DEC,winter
2014-12-01,65 and over,Male,White,Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,12,DEC,winter
2014-12-01,45 to 54,Male,White,Not Domestic Abuse,Enfield,Knife or Sharp Implement,Solved,12,DEC,winter
2014-12-01,45 to 54,Female,Black,Not Domestic Abuse,Harrow,Knife or Sharp Implement,Solved,12,DEC,winter
2014-12-01,25 to 34,Male,White,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Unsolved,12,DEC,winter
2014-12-01,35 to 44,Female,Black,Domestic Abuse,Tower Hamlets,Knife or Sharp Implement,Solved,12,DEC,winter
2014-12-01,55 to 64,Male,Asian,Not Domestic Abuse,Redbridge,Knife or Sharp Implement,Unsolved,12,DEC,winter
2015-01-01,35 to 44,Male,White,Not Domestic Abuse,Tower Hamlets,Physical Assault,Solved,13,JAN,winter
2015-01-01,45 to 54,Male,White,Not Domestic Abuse,Islington,Blunt Implement,Solved,13,JAN,winter
2015-01-01,35 to 44,Male,White,Not Domestic Abuse,Lambeth,Physical Assault,Solved,13,JAN,winter
2015-01-01,35 to 44,Male,Asian,Not Domestic Abuse,Ealing,Knife or Sharp Implement,Solved,13,JAN,winter
2015-01-01,45 to 54,Male,White,Not Domestic Abuse,Islington,Blunt Implement,Solved,13,JAN,winter
2015-01-01,25 to 34,Female,White,Domestic Abuse,Harrow,Knife or Sharp Implement,Solved,13,JAN,winter
2015-01-01,13 to 19,Male,Black,Not Domestic Abuse,Hackney,Knife or Sharp Implement,Solved,13,JAN,winter
2015-01-01,13 to 19,Male,Other,Not Domestic Abuse,Westminster,Knife or Sharp Implement,Solved,13,JAN,winter
2015-01-01,13 to 19,Male,Black,Not Domestic Abuse,Haringey,Knife or Sharp Implement,Solved,13,JAN,winter
2015-01-01,35 to 44,Female,Black,Domestic Abuse,Hillingdon,Knife or Sharp Implement,Solved,13,JAN,winter
